eventID,volume,energy_MeV,x_mm,y_mm,z_mm
43,DWC1,1.0944,-1.75157,-8.45436,-50
43,DWC2,1.0944,-2.38055,-11.4785,200
43,Scint2,1.0944,-3.38062,-16.287,597.5
43,Phantom,1.46301,19.8353,-7.13348,-365
43,Scint1,1.46301,25.5545,-23.0957,-202.5
43,DWC1,1.46301,30.9218,-38.0756,-50
43,DWC2,1.46301,39.7206,-62.6328,200
43,BremsTarget,0.486943,-45.3314,-20.6868,-745.625
43,Collimator,2.81036,-9.90342,1.3865,-540.288
43,Collimator,0.167712,10.1362,7.04367,-575
43,Collimator,36.7358,11.1671,9.61122,-575
43,Collimator,3.4796,-9.37056,-3.49179,-540.135
43,Collimator,0.383571,9.9954,-0.303342,-528.531
43,Collimator,10.4623,7.39002,9.50454,-575
43,Collimator,0.510999,8.01324,-5.98231,-553.848
43,Collimator,4.80162,5.28792,12.7302,-575
43,Phantom,4.80162,11.6822,28.1447,-365
43,Collimator,0.299997,4.44314,13.8206,-575
43,Collimator,6.29101,4.84737,14.095,-575
43,Collimator,0.530739,5.7884,13.9545,-575
43,Collimator,3.75706,6.08453,14.594,-575
43,Phantom,2.62574,-0.056587,0.636633,-365
43,Scint1,2.62574,-0.084498,0.908781,-202.5
43,DWC1,2.62574,-0.110691,1.16418,-50
43,DWC2,2.62574,-0.153631,1.58287,200
43,Scint2,2.62574,-0.221906,2.24859,597.5
43,Cherenkov,0.510999,7.56156,19.742,-850
43,Cherenkov,3.27892,-40.2149,38.2277,-850
43,Collimator,1.16127,-29.5936,25.9375,-575
43,Collimator,22.2384,6.1617,7.87613,-563.459
43,Collimator,0.510999,-9.99113,0.421031,-568.674
43,Phantom,14.0367,-14.1892,15.1165,-365
43,Scint1,14.0367,-31.3465,21.0256,-202.5
43,DWC1,14.0367,-47.4479,26.571,-50
43,DWC2,14.0367,-73.8437,35.6618,200
,-365
3,Scint1,0.824472,-16.1439,3.18904,-202.5
3,DWC1,0.824472,-20.6579,4.06596,-50
