eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm,process,fromVolume
38,Collimator,gamma,0.510999,-9.55106,-2.96263,-551.384,Transportation,World
38,Collimator,gamma,4.1039,2.0278,9.79224,-562.742,Transportation,World
38,Collimator,gamma,6.87051,11.5123,0.632396,-575,Transportation,World
38,Collimator,gamma,0.451539,9.38676,53.1003,-575,Transportation,World
38,Collimator,e-,53.5813,-43.8511,11.5238,-575,Transportation,World
38,Collimator,gamma,0.573307,-4.55655,29.0496,-575,Transportation,World
38,Collimator,gamma,20.3055,-5.41708,32.1305,-575,Transportation,World
38,Collimator,gamma,130.266,-16.3638,25.5907,-575,Transportation,World
38,Phantom,gamma,0.612188,-43.5302,-0.0258837,-365,Transportation,World
38,DWC1,gamma,0.612188,-82.591,-62.5126,-50,Transportation,T,e-,78.3124,32.1122,2.37795,-575,Transportation,World
63,Collimator,gamma,0.481805,11.2977,15.7762,-575,Transportation,World
63,Collimator,gamma,0.25775,0.187367,12.5036,-575,Transportation,World
63,Phantom,gamma,0.539192,-9.15805,3.31841,-365,Transportation,World
63,Scint1,gamma,0.539192,-13.1241,4.7341,-202.5,Transportation,World
63,DWC1,gamma,0.539192,-16.846,6.06267,-50,Transportation,World
63,DWC2,gamma,0.539192,-22.9476,8.24065,200,Transportation,World
63,Scint2,gamma,0.539192,-32.649,11.7036,597.5,Transportation,World
63,Phantom,gamma,6.80561,3.09689,-0.238119,-365,Transportation,World
63,Scint1,gamma,6.80561,4.3887,-0.324042,-202.5,Transportation,World
63,DWC1,gamma,6.80561,5.60102,-0.404678,-50,Transportation,World
63,DWC2,gamma,6.80561,7.58842,-0.536867,200,Transportation,World
63,Scint2,gamma,6.80561,10.7484,-0.747049,597.5,Transportation,World
63,Phantom,gamma,0.586139,4.3903,-2.84906,-365,Transportation,World
63,Scint1,gamma,0.586139,6.22483,-4.03063,-202.5,Transportation,World
63,DWC1,gamma,0.586139,7.94646,-5.1395,-50,Transportation,World
63,DWC2,gamma,0.586139,10.7688,-6.95731,200,Transportation,World
63,Scint2,gamma,0.586139,15.2563,-9.84763,597.5,Transportation,World
63,Phantom,gamma,18.533,11.7494,3.42057,-365,Transportation,World
63,Scint1,gamma,18.533,16.6708,4.86837,-202.5,Transportation,World
63,DWC1,gamma,18.533,21.2893,6.22707,-50,Transportation,World
63,DWC2,gamma,18.533,28.8606,8.45445,200,Transportation,World
63,Scint2,gamma,18.533,40.899,11.996,597.5,Transportation,World
63,Phantom,e+,153.42,0.563848,1.46223,-365,Transportation,World
63,Scint1,e+,147.347,-2.13901,8.38769,-202.5,Transportation,World
63,DWC1,e+,139.909,-4.8809,15.4865,-50,Transportation,World
63,DWC2,e+,139.823,-9.81936,27.3549,200,Transportation,World
63,Scint2,e+,130.562,-16.6489,46.0733,597.5,Transportation,World
63,Scint2,gamma,9.17437,-16.7198,46.4177,597.5,Transportation,World
63,DWC1,gamma,6.63746,-4.07715,15.0552,-50,Transportation,World
63,DWC2,gamma,6.63746,-7.23874,25.9878,200,Transportation,World
63,Scint2,gamma,6.63746,-12.2657,43.3706,597.5,Transportation,World
63,Phantom,gamma,485.225,-3.05889,0.906741,-365,Transportation,World
63,Scint1,gamma,485.225,-4.37858,1.28956,-202.5,Transportation,World
63,DWC1,gamma,485.225,-5.61706,1.64882,-50,Transportation,World
63,DWC2,gamma,485.225,-7.64734,2.23777,200,Transportation,World
63,Scint2,gamma,485.225,-10.8755,3.1742,597.5,Transportation,World
63,Phantom,gamma,91.2888,-3.98335,4.24144,-365,Transportation,World
63,Scint1,gamma,91.2888,-5.69851,6.04628,-202.5,Transportation,World
63,DWC1,gamma,91.2888,-7.30811,7.74005,-50,Transportation,World
63,DWC2,gamma,91.2888,-9.94681,10.5167,200,Transportation,World
63,Scint2,gamma,91.2888,-14.1423,14.9316,597.5,Transportation,World
63,Phantom,gamma,6.0494,-1.5447,5.54089,-365,Transportation,World
63,Scint1,gamma,6.0494,-2.2218,7.89923,-202.5,Transportation,World
63,DWC1,gamma,6.0494,-2.85722,10.1124,-50,Transportation,World
63,DWC2,gamma,6.0494,-3.8989,13.7407,200,Transportation,World
63,Scint2,gamma,6.0494,-5.55516,19.5095,597.5,Transportation,World
63,Phantom,gamma,6.19432,2.57355,2.20202,-365,Transportation,World
63,Scint1,gamma,6.19432,3.64792,3.14072,-202.5,Transportation,World
63,DWC1,gamma,6.19432,4.65617,4.02165,-50,Transportation,World
63,DWC2,gamma,6.19432,6.30904,5.46581,200,Transportation,World
63,Scint2,gamma,6.19432,8.9371,7.76202,597.5,Transportation,World
63,Phantom,gamma,4.23357,4.51652,2.19247,-365,Transportation,World
63,Collimator,gamma,0.245818,-36.1334,-30.1946,-525,Transportation,World
63,Phantom,gamma,7.24936,3.5751,1.45491,-365,Transportation,World
63,Scint1,gamma,7.24936,5.074,2.08006,-202.5,Transportation,World
63,DWC1,gamma,7.24936,6.48066,2.66675,-50,Transportation,World
63,DWC2,gamma,7.24936,8.78665,3.62852,200,Transportation,World
63,Scint2,gamma,7.24936,12.4532,5.15775,597.5,Transportation,World
63,Phantom,gamma,17.735,0.229869,-0.422441,-365,Transportation,World
63,Scint1,gamma,17.735,0.331293,-0.582578,-202.5,Transportation,World
63,DWC1,e-,16.5237,3.34828,4.98141,-50,Transportation,World
63,DWC2,e-,16.4527,8.8901,20.2649,200,Transportation,World
63,Scint2,e-,16.091,28.1006,43.1533,597.5,Transportation,World
63,Scint2,gamma,0.287694,28.5684,46.7156,597.5,Transportation,World
amma,15.6644,28.5423,13.1826,200,Transportation,World
15,Scint2,gamma,15.6644,40.4661,18.7744,597.5,Transportation,World
