eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm
11,Collimator,gamma,7.80113,14.7927,5.99763,-575
11,Phantom,gamma,4.97875,1.38472,-31.0766,-365
11,Scint1,gamma,2.97239,-31.5922,-10.3098,-202.5
11,DWC1,gamma,2.97239,-64.7451,14.6685,-50
11,Phantom,gamma,3.4439,-0.331658,-9.24071,-365
11,Scint1,gamma,3.4439,-0.578462,-13.1938,-202.5
11,DWC1,gamma,3.4439,-0.810079,-16.9036,-50
11,DWC2,gamma,3.4439,-1.18978,-22.9853,200
11,Scint2,gamma,3.4439,-1.7935,-32.6552,597.5
11,Collimator,gamma,31.8586,9.40946,3.38556,-540.856
11,Phantom,gamma,31.8586,17.1684,6.16924,-365
11,Scint1,gamma,31.8586,24.338,8.7415,-202.5
11,DWC1,gamma,31.8586,31.0665,11.1555,-50
11,DWC2,gamma,31.8586,42.0967,15.1128,200
11,Collimator,gamma,4.13518,6.57246,7.53676,-534.063
11,Phantom,gamma,4.13518,11.5634,13.3941,-365
11,Scint1,gamma,4.13518,16.3606,19.0241,-202.5
11,DWC1,gamma,4.13518,20.8626,24.3076,-50
11,DWC2,gamma,4.13518,28.243,32.9692,200
11,Scint2,gamma,4.13518,39.9777,46.741,597.5
11,Collimator,gamma,1.02115,-41.1808,17.3677,-575
11,Collimator,gamma,4.13749,-48.4355,-51.4273,-575
11,Collimator,gamma,4.42186,-35.7105,28.8866,-575
11,Collimator,gamma,1.60127,6.24949,8.93628,-575
11,Collimator,gamma,13.307,2.69466,11.4558,-575
11,Phantom,gamma,1.01007,1.56307,14.9089,-365
11,Scint1,gamma,1.01007,2.14658,21.1874,-202.5
11,DWC1,gamma,1.01007,2.69418,27.0796,-50
11,DWC2,gamma,1.01007,3.59189,36.7388,200
11,Phantom,gamma,3.46069,-2.40264,5.77779,-365
11,Scint1,gamma,3.46069,-3.47781,8.21626,-202.5
11,DWC1,gamma,3.46069,-4.48682,10.5047,-50
11,DWC2,gamma,3.46069,-6.14092,14.2562,200
11,Scint2,gamma,3.46069,-8.77095,20.221,597.5
11,Phantom,gamma,5.11432,-3.39184,2.70572,-365
11,Scint1,gamma,5.11432,-4.8811,3.85815,-202.5
11,DWC1,gamma,5.11432,-6.27872,4.93967,-50
11,DWC2,gamma,5.11432,-8.56989,6.71264,200
11,Scint2,gamma,5.11432,-12.2128,9.53167,597.5
11,Collimator,gamma,19.3759,32.3467,28.3396,-575
11,Phantom,gamma,2.68494,-3.88169,1.08569,-365
11,Scint1,gamma,2.68494,-5.55164,1.53079,-202.5
11,DWC1,gamma,2.68494,-7.11883,1.9485,-50
11,DWC2,gamma,2.68494,-9.68798,2.63327,200
11,Scint2,gamma,2.68494,-13.7729,3.72205,597.5
11,Collimator,e-,9.51896,34.0747,32.4311,-575
11,Collimator,gamma,0.923975,9.12316,38.6505,-575
11,Cherenkov,gamma,0.510999,-45.1479,33.6425,-850
11,Collimator,gamma,2.62951,49.2331,42.5579,-575
11,Collimator,gamma,13.1136,13.7922,-3.23985,-575
11,Collimator,gamma,0.510999,-4.17445,-9.08702,-566.181
11,Phantom,gamma,5.07208,-0.626548,-0.932,-365
11,Scint1,gamma,5.07208,-0.961129,-1.30105,-202.5
11,DWC1,gamma,5.07208,-1.27512,-1.64738,-50
11,DWC2,gamma,5.07208,-1.78986,-2.21515,200
11,Scint2,gamma,5.07208,-2.60829,-3.11789,597.5
2496,3.01542,-365
59,Scint1,gamma,21.8788,7.90193,4.22498,-202.5
59,DWC1,gamma,21.8788,10.0388,5.36011,-50
59,DWC2,gamma,21.8788,13.5418,7.22098,200
59,Scint2,gamma,21.8788,19.1116,10.1798,597.5
59,Collimator,gamma,3.68351,3.13386,-19.0372,-575
,-10.322,-4.80173,-202.5
83,DWC1,gamma,3.77846,-13.156,-6.09257,-50
83,DWC2,gamma,3.77846,-17.8019,-8.20872,200
83,Scint2,gamma,3.77846,-25.1889,-11.5734,597.5
83,Phantom,gamma,3.69883,-2.61437,-2.38523,-365
83,Scint1,gamma,3.69883,-3.67556,-3.32577,-202.5
83,DWC1,gamma,3.69883,-4.67144,-4.20843,-50
83,DWC2,gamma,3.69883,-6.30404,-5.65541,200
83,Scint2,gamma,3.69883,-8.89986,-7.95611,597.5
ollimator,gamma,3.77591,8.66524,-4.99135,-530.883
97,Phantom,gamma,3.77591,15.192,-8.93758,-365
97,Scint1,gamma,3.77591,21.5857,-12.8033,-202.5
97,DWC1,gamma,3.77591,27.5859,-16.4312,-50
97,DWC2,gamma,3.77591,37.4224,-22.3785,200
97,Collimator,gamma,2.1346,8.57749,-5.14069,-527.938
97,Collimator,gamma,2.672,-36.8664,11.2783,-575
97,Collimator,gamma,0.946638,-33.955,-10.1687,-575
97,Collimator,gamma,0.278316,-10.3345,-40.036,-575
98,Cherenkov,e-,499.957,-0.0545346,-0.1729,-950
98,BremsTarget,e-,499.905,-0.12765,-0.395633,-754.375
98,Collimator,e-,31.1919,9.66282,-34.4002,-575
98,Collimator,gamma,0.648824,-59.4656,-14.5636,-575
98,Collimator,gamma,0.508591,-22.8277,-18.7782,-575
98,Collimator,gamma,0.840025,-16.0732,-10.3396,-575
98,Collimator,e+,104.377,-12.5259,-17.5582,-575
98,Collimator,gamma,11.1991,-5.76949,8.1678,-540.133
98,Phantom,gamma,3.44098,-21.6485,-25.4035,-365
98,Scint1,gamma,3.44098,-28.7859,-31.3864,-202.5
98,DWC1,gamma,3.44098,-35.484,-37.001,-50
98,DWC2,gamma,3.44098,-46.4646,-46.2053,200
98,Collimator,gamma,8.10526,-2.19437,-28.2807,-575
98,Collimator,gamma,2.28791,-2.41075,-53.8328,-575
98,Phantom,gamma,5.95722,-5.16054,-8.51585,-365
98,Scint1,e-,4.74045,-22.0811,-35.639,-202.5
98,DWC1,e-,3.55904,-48.397,-19.2385,-50
98,Phantom,gamma,68.4279,-3.57571,-3.37558,-365
98,Scint1,gamma,68.4279,-5.04793,-4.60065,-202.5
98,DWC1,gamma,68.4279,-6.42956,-5.75032,-50
98,DWC2,gamma,68.4279,-8.69453,-7.63504,200
98,Scint2,gamma,68.4279,-12.2958,-10.6317,597.5
98,Phantom,gamma,9.36405,3.44353,-6.36599,-365
