eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm,process,fromVolume
33,Phantom,gamma,153.573,2.18565,-13.8237,-365,Transportation,World
33,Scint1,gamma,153.573,3.111,-19.7068,-202.5,Transportation,World
33,DWC1,gamma,153.573,3.97941,-25.2279,-50,Transportation,World
33,DWC2,gamma,153.573,5.40303,-34.279,200,Transportation,World
33,Scint2,gamma,153.573,7.66658,-48.6701,597.5,Transportation,World
33,Cherenkov,gamma,0.510999,-7.96368,-32.1911,-850,Transportation,World
33,Collimator,gamma,0.510999,10.6489,53.5971,-575,Transportation,World
33,Collimator,e+,39.9869,12.4413,19.1124,-575,Transportation,World
33,Phantom,e-,81.5571,4.85044,5.86848,-365,Transportation,World
33,Scint1,e-,73.3179,19.3117,-3.77389,-202.5,Transportation,World
33,DWC1,e-,72.3769,27.5761,-21.5448,-50,Transportation,World
33,DWC2,e-,72.3076,42.7272,-54.0054,200,Transportation,World
33,Scint1,gamma,2.35477,16.6118,-1.69803,-202.5,Transportation,World
33,DWC1,gamma,2.35477,28.2004,-9.27512,-50,Transportation,World
33,DWC2,gamma,2.35477,47.1981,-21.6966,200,Transportation,World
33,Collimator,e-,77.7376,-33.7324,3.12272,-575,Transportation,World
33,Collimator,gamma,0.740831,-39.2933,2.8578,-575,Transportation,World
33,Collimator,gamma,2.47126,-29.4497,2.7725,-575,Transportation,World
33,Collimator,gamma,4.37586,-14.0145,4.2864,-575,Transportation,World
33,Phantom,gamma,18.2739,-8.92405,-1.95211,-365,Transportation,World
33,Scint1,gamma,18.2739,-12.6822,-2.77755,-202.5,Transportation,World
33,DWC1,gamma,18.2739,-16.2091,-3.55221,-50,Transportation,World
33,DWC2,gamma,18.2739,-21.991,-4.82212,200,Transportation,World
33,Scint2,gamma,18.2739,-31.1841,-6.84129,597.5,Transportation,World
33,Phantom,gamma,0.323097,5.5553,-14.2832,-365,Transportation,World
33,Collimator,gamma,13.4344,-6.16308,-7.87505,-543.079,Transportation,World
33,Collimator,e+,8.21884,-4.2438,-9.05484,-531.944,Transportation,World
33,Collimator,e+,6.50054,0.59369,-9.98236,-529.494,Transportation,World
33,Collimator,e+,6.20759,3.44734,-9.387,-528.662,Transportation,World
33,Collimator,e+,5.67794,5.50039,8.35139,-535.535,Transportation,World
33,Phantom,gamma,8.4363,-12.5493,-10.7028,-365,Transportation,World
33,Scint1,gamma,8.4363,-17.8506,-15.2584,-202.5,Transportation,World
33,DWC1,gamma,8.4363,-22.8256,-19.5335,-50,Transportation,World
33,DWC2,gamma,8.4363,-30.9813,-26.542,200,Transportation,World
33,Scint2,gamma,8.4363,-43.949,-37.6855,597.5,Transportation,World
33,Phantom,gamma,15.3335,-13.7587,-3.87745,-365,Transportation,World
33,Scint1,gamma,15.3335,-19.5713,-5.54531,-202.5,Transportation,World
33,DWC1,gamma,15.3335,-25.0262,-7.11053,-50,Transportation,World
33,DWC2,gamma,15.3335,-33.9687,-9.67646,200,Transportation,World
33,Scint2,gamma,15.3335,-48.1872,-13.7563,597.5,Transportation,World
33,Phantom,gamma,1.22251,3.47594,16.0806,-365,Transportation,World
33,Phantom,gamma,0.724074,6.42706,11.5658,-365,Transportation,World
33,Scint1,gamma,0.724074,9.13436,16.4049,-202.5,Transportation,World
33,DWC1,gamma,0.724074,11.6751,20.9463,-50,Transportation,World
33,DWC2,gamma,0.724074,15.8401,28.3911,200,Transportation,World
33,Scint2,gamma,0.724074,22.4626,40.2283,597.5,Transportation,World
sportation,World
1,DWC1,gamma,15.0611,70.6384,-70.7869,-50,Transportation,World
1,Collimator,gamma,4.33959,8.57386,-5.14673,-569.33,Transportation,World
1,Collimator,e-,0.475032,-8.13315,-5.81824,-551.934,Transportation,World
1,Collimator,gamma,1.57085,-27.3113,-35.7283,-575,Transportation,World
1,Collimator,gamma,1.81118,22.7852,20.02,-575,Transportation,World
1,Phantom,gamma,0.663165,5.37396,-8.248,-365,Transportation,World
1,Scint1,gamma,0.663165,7.63806,-11.7142,-202.5,Transportation,World
1,DWC1,gamma,0.663165,9.76282,-14.9671,-50,Transportation,World
1,DWC2,gamma,0.663165,13.2461,-20.2997,200,Transportation,World
1,Scint2,gamma,0.663165,18.7844,-28.7786,597.5,Transportation,World
1,Phantom,gamma,75.8627,6.65902,-7.00227,-365,Transportation,World
1,Scint1,gamma,75.8627,9.46387,-9.94401,-202.5,Transportation,World
1,DWC1,gamma,75.8627,12.0961,-12.7047,-50,Transportation,World
